standalone | Starting Airflow Standalone
dag-processor | example_dags  standard/example_trigger_controller_dag.py                                                    1           0  0.06s            2026-02-18T13:30:15
dag-processor | example_dags  example_branch_python_dop_operator_3.py                                                       1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  example_skip_dag.py                                                                           1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  example_workday_timetable.py                                                                  1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  example_trigger_target_dag.py                                                                 1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  example_asset_alias.py                                                                        4           0  0.06s            2026-02-18T13:30:20
dag-processor | example_dags  example_setup_teardown_taskflow.py                                                            1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  standard/example_branch_operator.py                                                           1           0  0.06s            2026-02-18T13:30:18
dag-processor | example_dags  example_task_group_decorator.py                                                               1           0  0.06s            2026-02-18T13:30:17
dag-processor | example_dags  tutorial_taskflow_api_virtualenv.py                                                           1           0  0.06s            2026-02-18T13:30:19
dag-processor | example_dags  example_dynamic_task_mapping_with_no_taskflow_operators.py                                    1           0  0.06s            2026-02-18T13:30:20
dag-processor | example_dags  example_xcomargs.py                                                                           2           0  0.06s            2026-02-18T13:30:18
dag-processor | example_dags  example_nested_branch_dag.py                                                                  1           0  0.05s            2026-02-18T13:30:20
dag-processor | example_dags  example_xcom.py                                                                               1           0  0.05s            2026-02-18T13:30:18
dag-processor | example_dags  standard/example_latest_only.py                                                               1           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  plugins/decreasing_priority_weight_strategy.py                                                0           0  0.05s            2026-02-18T13:30:19
dag-processor | example_dags  standard/example_external_task_parent_deferrable.py                                           1           0  0.05s            2026-02-18T13:30:19
dag-processor | example_dags  plugins/listener_plugin.py                                                                    0           0  0.05s            2026-02-18T13:30:19
dag-processor | example_dags  example_dynamic_task_mapping.py                                                               2           0  0.05s            2026-02-18T13:30:20
dag-processor | example_dags  example_asset_decorator.py                                                                    3           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  example_asset_alias_with_no_taskflow.py                                                       4           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  standard/example_short_circuit_operator.py                                                    1           0  0.05s            2026-02-18T13:30:16
dag-processor | example_dags  standard/example_bash_operator.py                                                             1           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  example_task_group.py                                                                         1           0  0.05s            2026-02-18T13:30:19
dag-processor | example_dags  tutorial_taskflow_templates.py                                                                1           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  plugins/event_listener.py                                                                     0           0  0.05s            2026-02-18T13:30:18
dag-processor | example_dags  standard/example_branch_datetime_operator.py                                                  3           0  0.05s            2026-02-18T13:30:18
dag-processor | example_dags  plugins/workday.py                                                                            0           0  0.05s            2026-02-18T13:30:19
dag-processor | example_dags  example_time_delta_sensor_async.py                                                            1           0  0.05s            2026-02-18T13:30:18
dag-processor | example_dags  standard/example_external_task_marker_dag.py                                                  2           0  0.05s            2026-02-18T13:30:15
dag-processor | example_dags  standard/example_python_operator.py                                                           1           0  0.04s            2026-02-18T13:30:19
dag-processor | example_dags  example_custom_weight.py                                                                      1           0  0.04s            2026-02-18T13:30:19
dag-processor | example_dags  tutorial.py                                                                                   1           0  0.04s            2026-02-18T13:30:19
dag-processor | example_dags  example_latest_only_with_trigger.py                                                           1           0  0.04s            2026-02-18T13:30:19
dag-processor | example_dags  tutorial_dag.py                                                                               1           0  0.04s            2026-02-18T13:30:19
dag-processor | ================================================================================ [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:822
dag-processor | 2026-02-18T13:30:45.832019Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:45.837202Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:45.839137Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:45.876143Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:45.881374Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:45.921632Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:45.929387Z [info     ] Setting next_dagrun for latest_only to 2026-02-18 13:30:45.929134+00:00, run_after=2026-02-18 13:30:45.929134+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:45.963574Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:45.975478Z [info     ] Setting next_dagrun for example_bash_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.017124Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.025720Z [info     ] Setting next_dagrun for example_trigger_controller_dag to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.060153Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.073064Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.108848Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.113958Z [info     ] Setting next_dagrun for example_setup_teardown to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.150385Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.164561Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.167306Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.168972Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.170273Z [info     ] Setting next_dagrun for asset_s3_bucket_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.216722Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.222467Z [info     ] Setting next_dagrun for example_display_name to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.252062Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:46.257349Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.259087Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:46.261036Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.338150Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.342932Z [info     ] Setting next_dagrun for example_short_circuit_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.389042Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.395050Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.437751Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.443811Z [info     ] Setting next_dagrun for example_python_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.483859Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.491758Z [info     ] Setting next_dagrun for tutorial_taskflow_api to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.542840Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.552366Z [info     ] Setting next_dagrun for example_task_group_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.655766Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:30:47.676655Z [info     ] Setting next_dagrun for example_asset_with_watchers to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:30:47.750249Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:30:47.751236Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
